"hash","name","cty","age","rank_1","rank_2","rank_3","rank_4","score_1","score_2","score_3","score_4"
"f6cd54c7dc94557594f2596ad9a944f8","DAVID BLAKE SEWELL","US","38","20","320","279","121","221 reps","292 reps","13:34","46 reps"
"414b28ca6521a9c164768e607e4f1504","BRADLEY JONES","US","36","113","141","304","182","206 reps","19:33","13:44","44 reps"
"f8ba63ca47b9ead516afb50313a8879d","BRENDAN WILLIS","CA","35","94","60","63","550","208 reps","18:46","10:50","38 reps"
"bbf1b2bdece427674078023ea3e6c60d","ROSS WHITNEY","GB","39","102","266","362","51","207 reps","295 reps","14:10","50 reps"
"2e6905f2add4a3dca23201b2d00e3476","PAVEL PYKO","UA","37","407","169","70","138","190 reps","19:44","10:58","46 reps"
"35789cbe8221abf6abc94ebc4c0256b2","BRENO PINHEIRO","BR","36","613","33","98","41","184 reps","18:12","11:26","51 reps"
"2101f16ea6d74d45c97e8fb5226aaaee","CHRISTOPH KOERNER","AT","36","232","169","105","283","198 reps","19:44","11:31","42 reps"
"1e763d3e03b507e3588318efc1010929","ALESSIO ANGELUCCI","AU","35","38","514","160","83","215 reps","284 reps","12:14","48 reps"
"b71f24d24fef6576fb627ccbf9fafb91","DORIAN MEMKO","IT","35","162","15","37","582","202 reps","17:46","9:55","38 reps"
"33ca7f165525157f4b9da39bb5955215","MARK HUTCHINSON","US","36","357","335","13","100","192 reps","291 reps","9:12","47 reps"
"3f0ee5731b20cb0f438b7f3b0c4cf45f","NICHOLAS ALTGILBERS","US","39","198","104","299","210","200 reps","19:18","13:42","43 reps"
"46d537c3867f2d4a335b255b0aa45218","MICHAEL PAAS","US","37","74","395","157","189","210 reps","289 reps","12:12","44 reps"
"be86b7d9eb725821245f48ee895dc9a4","KYLE RUTH","US","39","198","480","121","40","200 reps","285 reps","11:50","51 reps"
"a2156814d1d68ec3c7c48c57fd42c69d","JIMMY WOODARD","US","37","38","687","93","26","215 reps","279 reps","11:17","52 reps"
"a29c69743650adff3cb91247f9d5b2f9","NICK GONCALVES","US","38","179","280","264","123","201 reps","294 reps","13:24","46 reps"
"1ef92a7abde261ddbdbfa414f9c8a357","WOJCIECH SULIMA","PL","36","232","92","77","450","198 reps","19:07","11:02","40 reps"
"e2d19c35b4294450dc64c5b8651c35f2","KYLE CLARK","GB","36","146","49","147","512","203 reps","18:38","12:03","39 reps"
"f6c64741c13b3688d1378dbcc1ffa0cf","ALBERTO SCALISI","AT","35","217","112","196","348","199 reps","19:21","12:43","41 reps"
"52f5480a88608c07b8109a5bb2fa2547","DIEGO GONZALEZ RODRIGUEZ","ES","35","74","159","456","207","210 reps","19:39","14:50","43 reps"
"5d169d44913594d5ebd6c686ddcaa005","WILL LIPTAK","US","35","113","292","267","228","206 reps","293 reps","13:25","43 reps"
"813087614ab0b0652e7d6e5ff5b0e1ae","BEN STONEBERG","US","37","568","17","74","253","185 reps","17:51","11:01","43 reps"
"ef69f07b4cdc814f3358843e915d580a","MICHELE FERRARI","IT","37","217","41","251","403","199 reps","18:28","13:15","40 reps"
"c71f42cab7498a1defc62a2c46ed37b3","MOHAMAD EL KADI","BR","35","65","571","250","29","211 reps","282 reps","13:14","51 reps"
"f085c49fafeafdf94ddd1e6747c82df2","JUANJOSE CASANOVA","ES","35","32","644","183","56","216 reps","280 reps","12:36","50 reps"
"cc08c5821a4536d8120cccd5e38e7998","BRIAN LEVESQUE","US","38","162","100","204","462","202 reps","19:15","12:46","39 reps"
"77f4d0be8e3c7ab6c3b046ddc0c2dbf1","KEVIN STEINHAUS","US","36","232","33","646","20","198 reps","18:12","145 reps","52 reps"
"1cb321c75e5b56f7a09604329adc4d18","ZACH POWELL","US","35","388","124","239","182","191 reps","19:26","13:07","44 reps"
"f1431a87863d2a5817813da65b713147","JASON CARROLL","US","35","179","4","59","699","201 reps","16:59","10:40","37 reps"
"4f81d03b37e6bb36806a06e891b12916","MARCIO NARCISO","BR","39","299","254","141","248","194 reps","296 reps","12:00","43 reps"
"93b4faa7b666f69b75d4f07baa18826d","DEX HOPKINS","US","35","23","801","82","43","220 reps","276 reps","11:04","50 reps"
"2face2db2f2d554fee3bf4fcf8f511ba","SAVERIO PROCOPIO","IT","35","299","362","211","82","194 reps","290 reps","12:50","48 reps"
"9d3f9b0e51d2bf10571117401c95398b","ANTONIO BARRIAS","CN","35","537","214","116","105","186 reps","19:56","11:42","47 reps"
"43baa3ac047b8eac426d9f0c962700d6","LUKE WATERHOUSE","NZ","36","299","239","77","371","194 reps","298 reps","11:02","41 reps"
"e3d1a7b07d86631fbfe93813ac39a9e4","BEN GARARD","AU","35","656","38","45","249","183 reps","18:22","10:12","43 reps"
"64377b5c58130e01807afcfdd33ee80c","BRUNO BARRUS","BR","36","470","196","187","137","188 reps","19:52","12:37","46 reps"
"83972f4802a710626b459c5969c11a07","ZA HALE","US","35","179","148","340","324","201 reps","19:36","13:58","41 reps"
"3c73ddc0396449694eb5dd2f33574fd3","CHRIS CLYDE","US","37","20","603","310","79","221 reps","281 reps","13:46","48 reps"
"cdad765373bde6ca7a895492a63ac9ae","NICOLA PETRUZZI","IT","37","217","106","107","592","199 reps","19:19","11:33","38 reps"
"f9247c5831ab9912545d7cc1af39141c","BEAU ANCIEN","US","39","134","320","240","330","204 reps","292 reps","13:08","41 reps"
"3ec9068bf724011e06a45738d2d358bd","LEONARDO ROSCOE","BR","36","232","603","53","140","198 reps","281 reps","10:23","46 reps"
"84024788bb18a3109d8c57afd33e1c37","GAVIN BIRKETT","GB","37","17","514","485","14","222 reps","284 reps","14:57","53 reps"
"544fecfc562f0f7e159a291361768308","DOMINIC CATANZARITE","US","37","568","165","208","92","185 reps","19:42","12:49","47 reps"
"3f3babf3eac62ee706bf8c976515787b","JOSHUA CREEL","US","36","113","719","180","45","206 reps","278 reps","12:34","50 reps"
"4c1db53fac2e7b056bae82ee3cade43d","PAWEŁ SZAMOCKI","PL","35","388","244","177","253","191 reps","297 reps","12:31","43 reps"
"99be8e7b422851ff375344942f76bfd7","MARCEL LAMÉE","DE","36","83","434","376","177","209 reps","287 reps","14:15","44 reps"
"3257a5e21fc189f420722f7ce7cb3bfe","SEBA HERMOSILLA","AR","37","470","178","85","337","188 reps","19:46","11:11","41 reps"
"4bce8a4ef37c0b87f54d991d87e88035","SIMON CASTILLO","VE","35","276","687","43","65","195 reps","279 reps","10:03","49 reps"
"9d8945ee4fc74af399084864bf76e44a","ONDREJ POKORNY","CZ","35","146","719","153","69","203 reps","278 reps","12:08","49 reps"
"46452b27eb17acedbe5f70d5b8f76824","CESAR CLANET","FR","35","94","69","505","436","208 reps","18:52","149 reps","40 reps"
"89ce83a3514b600593f97cec25964438","CHRIS KILLIAN","US","37","505","320","273","22","187 reps","292 reps","13:31","52 reps"
"d07ab63c8d22e36854e19cf90143c73e","PAUL MELLORS","GB","35","357","450","64","260","192 reps","286 reps","10:51","42 reps"
"928962e18555581d533755fd0612c36b","ROY COHEN","US","39","568","244","52","281","185 reps","297 reps","10:21","42 reps"
"96afbbe9560eb0614a78b6135c77c506","COREY SAPP","US","35","331","204","290","330","193 reps","19:54","13:38","41 reps"
"87ffb61a3639fe908c24b9676d3b0ca4","JOEY PERES","US","39","83","335","255","498","209 reps","291 reps","13:18","39 reps"
"82f58bbfb99dae759460ecea6201037a","JOSHUA ROGERS","US","36","179","335","398","267","201 reps","291 reps","14:24","42 reps"
"680c8268c620265e775a604d906607fa","OLIVER TATTERSFIELD","GB","35","4","335","704","141","236 reps","291 reps","144 reps","46 reps"
"56e2fd35d01f5e253f75d8447cdc5f1b","KRIS MACEWEN","CA","35","32","115","736","310","216 reps","19:22","143 reps","41 reps"
"96fb873d3ab5295c0b3c60a43a856047","PIERRE-MARC LEDOUX","CA","37","162","79","408","550","202 reps","18:59","14:28","38 reps"
"ac3ffb2690d91d28af7e5d64b8343511","JAMES MALLOTT","US","38","65","202","383","550","211 reps","19:53","14:17","38 reps"
"65dbbd9d0695f01b75251c860f8aa665","JEFF FLIPPEN","US","36","232","395","77","504","198 reps","289 reps","11:02","39 reps"
"9179c0416783ca92502013c2ce3b06f4","MICHAEL RICHIE","US","39","357","603","120","133","192 reps","281 reps","11:46","46 reps"
"5b6acfb1c9e715ed35975f8762d43ece","RAGNAR INGI KLEMENZSON","IS","35","217","62","456","484","199 reps","18:47","14:50","39 reps"
"bb28e6fada2be897c8d03520f91e39fa","RYAN TROUPE","US","38","28","163","571","460","218 reps","19:41","147 reps","39 reps"
"7cb169dfb4f4c848d60bac3d2cd0f93b","RILEY MYRICK","US","35","470","225","92","439","188 reps","19:59","11:16","40 reps"
"4aad8b5b35b2377dfcf11e2f952ac0dd","NIKO LAAKKONEN","FI","36","331","132","703","77","193 reps","19:30","144 reps","48 reps"
"1de85a104414d5fd60dd45ba9fcc32b6","DAVID BOISTAULT","FR","36","94","450","211","495","208 reps","286 reps","12:50","39 reps"
"6f163fda7332c51c9d9bd5a01caef3c9","RAFAL GIL","PL","36","123","395","353","393","205 reps","289 reps","14:05","40 reps"
"0c582202e5b73fe026e58192e7a47c89","ALEXANDER SCHMITT","DE","36","179","480","325","288","201 reps","285 reps","13:53","42 reps"
"65ef3304b91b5be5f6cb5f27c6043427","BRAD SHANKLE","US","35","357","644","229","49","192 reps","280 reps","13:00","50 reps"
"5446afe0d46066263eb9a19140f6940a","JEREMY WILLIAMS","US","38","276","42","175","788","195 reps","18:29","12:29","36 reps"
"1d8e3df67a06225d868b7b670c819e43","JIMMY REYES","US","35","162","545","253","322","202 reps","283 reps","13:16","41 reps"
"b13ba1821d0c9745257e51bf3f091d8f","IKAIKA PASCUA","US","37","749","48","98","390","181 reps","18:36","11:26","40 reps"
"68d6251a86c5889b4c9df67d92090c16","BENJAMIN WILLIAMS","US","36","357","335","207","393","192 reps","291 reps","12:48","40 reps"
"dba11847fd400988b5d4d54316ae5624","ALEXANDRE BRADLEY","FR","36","102","214","874","104","207 reps","19:56","141 reps","47 reps"
"1659aab56b9de665ad49c921dff16d72","MACIEJ KOŁEK","PL","36","134","603","485","75","204 reps","281 reps","14:57","48 reps"
"8dd14ee061787b0b78b2b47f32a9350b","MARIANO BILBAO","AR","36","407","178","34","679","190 reps","19:46","9:50","37 reps"
"24bce0913cb267e197d1858fe7ca46b7","ELIJAH MUHAMMAD","US","36","53","362","797","86","213 reps","290 reps","142 reps","48 reps"
"f906da18e53ca9adfb0d10be5108a361","JOSEPH ZWIRN","US","35","198","362","498","253","200 reps","290 reps","149 reps","43 reps"
"d500a5569e43ca7d3faa0aae6214d5ab","DAIMINO STEWART","US","38","146","1008","127","31","203 reps","272 reps","11:53","51 reps"
"b8ba2ca6486c13fd2f7ebaced23621f9","ANIBAL GONZALEZ","US","39","357","189","114","658","192 reps","19:49","11:41","37 reps"
"4e73daf196e6455ae5d7958b40b15462","JAN HANAK","CZ","38","357","292","124","546","192 reps","293 reps","11:51","38 reps"
"d4a1b597e327b434d6095d7102b6d979","IRVING HERNANDEZ","MX","36","1140","106","20","54","174 reps","19:19","9:34","50 reps"
"d6f325cc8c9ba6143a303b8b3695f7c4","DEREK NICHOLS","US","35","276","434","511","130","195 reps","287 reps","149 reps","46 reps"
"f07562a40170aeac7ae9bb4851478fb3","BENJAMIN PANTZLAFF","US","36","53","292","675","334","213 reps","293 reps","145 reps","41 reps"
"7a9b1ccc63501924618d3c158d716d1e","KEN BATTISTON","US","36","331","801","156","68","193 reps","276 reps","12:09","49 reps"
"26b191376c5e3f2cb5ef951da73c9a6a","PEPE BARRERA","MX","37","568","514","130","159","185 reps","284 reps","11:54","45 reps"
"069ca3d0141e823b9e2b6c7d589e91b7","STEPHEN DAVIS","GB","35","263","292","535","281","196 reps","293 reps","148 reps","42 reps"
"1bc51e1bb988700b2e53ce92a4bd4b7c","MARIO MARCHANTE","ES","38","505","414","117","336","187 reps","288 reps","11:43","41 reps"
"6bce63d396c482c4bd7fe9d12d0a57c3","LUC DEVAUX","FR","35","357","126","369","522","192 reps","19:27","14:13","39 reps"
"0980d33d68c6148d3a6e09df0afa690d","ZAC BLENINGER","US","36","249","644","274","207","197 reps","280 reps","13:32","43 reps"
"4da0e6ed5895264c5320ae87b931894c","SCOTT MAYES","US","36","94","362","813","109","208 reps","290 reps","142 reps","47 reps"
"66fa773cd858487b42ba48d08c577534","DEREK BISHOP","US","36","331","644","263","150","193 reps","280 reps","13:23","45 reps"
"ac863859e3fd90fdceaf52d5111e5bcf","SALVADOR KOCHANSKY","CL","38","568","480","232","116","185 reps","285 reps","13:02","46 reps"
"f4fbf249e4885e66b7c4f8e4f7c09ad7","CHRISTIAN PENRU","CL","36","134","450","388","425","204 reps","286 reps","14:20","40 reps"
"29a1d910c820519d7bd0803856bd499b","OMAR TAPIA","MX","39","613","189","253","345","184 reps","19:49","13:16","41 reps"
"f269f61a30f534b8a4482bd04bd15fc5","CHARLIE HODGE","GB","37","217","450","189","546","199 reps","286 reps","12:38","38 reps"
"6b5c89ac0c8582ddafe6354d838c22d5","LEANDRO OSELLA","AR","35","198","109","119","994","200 reps","19:20","11:45","35 reps"
"064f8b5a3221b028c4e04c5484db3d8c","SUNJAE HAN","KR","36","613","254","127","431","184 reps","296 reps","11:53","40 reps"
"bf021af6e7a2039d327f1857f0fe8193","GREGORY DOUGLAS","US","37","162","914","246","107","202 reps","274 reps","13:12","47 reps"
"f9d92da1f2f566f4f4d75ac7511cd199","PETTER MAANSSON","SE","36","470","40","320","606","188 reps","18:27","13:50","38 reps"
"69c60950ee9ad027319db614993a14f4","STEVEN RICHMOND","CA","35","179","196","362","699","201 reps","19:52","14:10","37 reps"
"575e32c98f784b2cae6878507c174c26","TOM VERMAN","GB","37","10","514","684","233","227 reps","284 reps","145 reps","43 reps"
"1edf4a8b99600651b155f1a9f17f85eb","LUKAS BECKER","DE","35","23","220","489","719","220 reps","19:58","14:58","37 reps"
"418205e490a6845f55f349636a293573","BENJAMIN ROSER","DE","38","388","90","342","631","191 reps","19:05","13:59","38 reps"
"93b0d49597c0606183a7dfef2f3e899e","BRIAN ROTTMAN","US","35","699","266","274","213","182 reps","295 reps","13:32","43 reps"
"a0ade7b1627bd36c60ac0a0381511346","RICHARD WHITLEY","GB","35","276","362","246","577","195 reps","290 reps","13:12","38 reps"
"2668b561412d835ca68b685653fe059e","HARRISON RIGGS","US","35","954","194","84","236","177 reps","19:51","11:10","43 reps"
"ae307ddf9357245c951dc747606f33dd","BENJAMIN SWEENEY","US","37","407","87","480","514","190 reps","19:04","14:56","39 reps"
"1380e9686ca069dc0192b4d668ae64b5","CHASE TAYLOR","US","35","65","292","319","814","211 reps","293 reps","13:49","36 reps"
"101b64e0a5cc280558584b183e63b0c6","JAMES WOZNIAK","US","36","954","100","18","419","177 reps","19:15","9:31","40 reps"
"692ea9ff884806f20025ee13c8121704","EWAN COWDEN","GB","37","94","254","219","924","208 reps","296 reps","12:52","35 reps"
"06c40f94a57a40a6ec414aa745305699","NICHOLAS MCFARLANE","US","35","357","196","430","517","192 reps","19:52","14:39","39 reps"
"333e0471cda642c2bd6ee1bca0721bcb","NICK BROWN","US","38","83","765","554","100","209 reps","277 reps","148 reps","47 reps"
"0c3eb95dfefd14754ead7c1c8cfdab9b","EDUARDO MURGUIA","MX","36","852","80","389","190","179 reps","19:01","14:21","44 reps"
"9422ffd0e181e5511607075076575168","PIOTR KOZLOWSKI","PL","38","276","719","104","415","195 reps","278 reps","11:30","40 reps"
"0a9043714f429e6ba88e35e802169150","ALEX KONICKE","US","36","407","335","191","582","190 reps","291 reps","12:39","38 reps"
"68052e5fd24a83d9dee30ca7a1c39a83","SHANE BEATTIE","US","35","331","280","602","302","193 reps","294 reps","147 reps","42 reps"
"93c37b8eaa913e175205ea17648ec7d9","CARLOS MOUTINHO","VE","35","699","210","410","203","182 reps","19:55","14:29","44 reps"
"ce9dfad9ee59b3a1ba57419bd0c55943","JACO LE ROUX","ZA","37","299","644","314","268","194 reps","280 reps","13:48","42 reps"
"aa054606f67218a70d4dd0f5c65718ad","DENIS KARAKAY","RU","35","232","719","480","113","198 reps","278 reps","14:56","46 reps"
"45a89373d9875971409946a54b0f34fe","SIMON GREENWOOD","GB","38","437","196","187","727","189 reps","19:52","12:37","37 reps"
"5e84066806ffe61338d3a272ac194ae8","JAKOB HEROLD","DE","37","331","514","255","455","193 reps","284 reps","13:18","39 reps"
"5be4f39089344ba707a07e823424aaad","CLÉMENT TOUZELET","FR","35","954","91","110","431","177 reps","19:06","11:38","40 reps"
"3d32cc928c6801704795b9281873d937","NICK DOMPIERRE","US","37","470","545","324","250","188 reps","283 reps","13:52","43 reps"
